userID: 7, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 7, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 7, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 7, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 8, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 8, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 8, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 10, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 11, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 11, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 12, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 13, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 13, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 13, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 13, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 13, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 14, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 14, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 14, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 14, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 14, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 14, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 14, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 14, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 15, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 15, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 16, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 17, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 17, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 17, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 18, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 18, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 18, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 18, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 18, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 19, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 20, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 20, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 20, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 21, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 21, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 21, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 21, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 21, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 21, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 21, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 21, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 21, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 21, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 21, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 22, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 22, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 22, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 22, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 22, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 22, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 22, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 22, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 1, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 1, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 1, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 1, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 1, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 2, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 2, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 3, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 3, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 4, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 5, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 6, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 7, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 8, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 10, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 11, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 13, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 1, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 2, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 2, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 3, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 4, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 4, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 4, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 5, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 5, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 6, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 6, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 6, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 6, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 6, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 7, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 7, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 8, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 8, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 8, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 9, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 9, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 9, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 10, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 10, foodID: 6016, foodName: Pizza test 3, foodPrice: 999.00
userID: 10, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 10, foodID: 6012, foodName: xyzz, foodPrice: 1000.00
userID: 10, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 10, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 10, foodID: 6011, foodName: test fries, foodPrice: 100.00
userID: 10, foodID: 6008, foodName: Pizza1, foodPrice: 111.00
userID: 10, foodID: 6009, foodName: Burger1, foodPrice: 150.00
userID: 11, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 11, foodID: 6020, foodName: Classic Veggie Burger, foodPrice: 149.00
userID: 11, foodID: 6023, foodName: Classic French Fries, foodPrice: 99.00
userID: 11, foodID: 6027, foodName: Grilled Veggie Sandwich, foodPrice: 149.00
userID: 11, foodID: 6031, foodName: Masala Chai, foodPrice: 29.00
userID: 11, foodID: 6036, foodName: Regular Coffee, foodPrice: 59.00
userID: 11, foodID: 6042, foodName: Virgin Mojito, foodPrice: 149.00
userID: 11, foodID: 6047, foodName: Chocolate Brownie, foodPrice: 149.00
userID: 11, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 11, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 11, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 12, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 12, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 12, foodID: 6022, foodName: Cheese Burst Burger, foodPrice: 179.00
userID: 12, foodID: 6030, foodName: Cheese & Corn Sandwich, foodPrice: 169.00
userID: 12, foodID: 6037, foodName: Espresso, foodPrice: 99.00
userID: 12, foodID: 6043, foodName: Blue Lagoon, foodPrice: 169.00
userID: 12, foodID: 6049, foodName: Blueberry Cheesecake, foodPrice: 249.00
userID: 13, foodID: 6016, foodName: Pepperoni Pizza, foodPrice: 459.00
userID: 13, foodID: 6031, foodName: Masala Chai, foodPrice: 29.00
userID: 14, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 14, foodID: 6023, foodName: Classic French Fries, foodPrice: 99.00
userID: 15, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 15, foodID: 6018, foodName: Cheese Burst Pizza, foodPrice: 449.00
userID: 15, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 15, foodID: 6032, foodName: Ginger Tea, foodPrice: 69.00
userID: 16, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 16, foodID: 6027, foodName: Grilled Veggie Sandwich, foodPrice: 149.00
userID: 16, foodID: 6040, foodName: Cold Coffee, foodPrice: 169.00
userID: 16, foodID: 6019, foodName: Turkish Pizza, foodPrice: 399.00
userID: 16, foodID: 6044, foodName: Strawberry Delight, foodPrice: 179.00
userID: 17, foodID: 6021, foodName: Double Decker Meat Burger, foodPrice: 299.00
userID: 17, foodID: 6024, foodName: Peri-Peri Fries, foodPrice: 129.00
userID: 17, foodID: 6035, foodName: Iced Lemon Tea , foodPrice: 99.00
userID: 18, foodID: 6017, foodName: BBQ Chicken Pizza, foodPrice: 399.00
userID: 18, foodID: 6038, foodName: Cappuccino, foodPrice: 149.00
userID: 18, foodID: 6049, foodName: Blueberry Cheesecake, foodPrice: 249.00
userID: 19, foodID: 6042, foodName: Virgin Mojito, foodPrice: 149.00
userID: 19, foodID: 6042, foodName: Virgin Mojito, foodPrice: 149.00
userID: 19, foodID: 6046, foodName: Watermelon Cooler, foodPrice: 159.00
userID: 19, foodID: 6050, foodName: Choco Lava Cake, foodPrice: 179.00
userID: 19, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 19, foodID: 6025, foodName: Cheese Loaded Fries, foodPrice: 179.00
userID: 20, foodID: 6019, foodName: Turkish Pizza, foodPrice: 399.00
userID: 20, foodID: 6040, foodName: Cold Coffee, foodPrice: 169.00
userID: 20, foodID: 6045, foodName: Pina Colada (Non-Alcoholic), foodPrice: 199.00
userID: 20, foodID: 6047, foodName: Chocolate Brownie, foodPrice: 149.00
userID: 21, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 21, foodID: 6020, foodName: Classic Veggie Burger, foodPrice: 149.00
userID: 21, foodID: 6027, foodName: Grilled Veggie Sandwich, foodPrice: 149.00
userID: 21, foodID: 6044, foodName: Strawberry Delight, foodPrice: 179.00
userID: 21, foodID: 6044, foodName: Strawberry Delight, foodPrice: 179.00
userID: 22, foodID: 6011, foodName: Peppy Paneer Pizza, foodPrice: 349.00
userID: 22, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 23, foodID: 6024, foodName: Peri-Peri Fries, foodPrice: 129.00
userID: 23, foodID: 6024, foodName: Peri-Peri Fries, foodPrice: 129.00
userID: 23, foodID: 6028, foodName: Paneer Tikka Sandwich, foodPrice: 199.00
userID: 23, foodID: 6043, foodName: Blue Lagoon, foodPrice: 169.00
userID: 23, foodID: 6046, foodName: Watermelon Cooler, foodPrice: 159.00
userID: 24, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 24, foodID: 6022, foodName: Cheese Burst Burger, foodPrice: 179.00
userID: 24, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 25, foodID: 6024, foodName: Peri-Peri Fries, foodPrice: 129.00
userID: 25, foodID: 6027, foodName: Grilled Veggie Sandwich, foodPrice: 149.00
userID: 26, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 26, foodID: 6031, foodName: Masala Chai, foodPrice: 29.00
userID: 27, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 27, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 27, foodID: 6011, foodName: Peppy Paneer Pizza, foodPrice: 349.00
userID: 27, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 28, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 28, foodID: 6026, foodName: BBQ Chicken Fries, foodPrice: 199.00
userID: 28, foodID: 6033, foodName: Lemon Honey Green Tea, foodPrice: 89.00
userID: 29, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 29, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 29, foodID: 6011, foodName: Peppy Paneer Pizza, foodPrice: 349.00
userID: 29, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 29, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 29, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 29, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 30, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 31, foodID: 6011, foodName: Peppy Paneer Pizza, foodPrice: 349.00
userID: 31, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 31, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 32, foodID: 6017, foodName: BBQ Chicken Pizza, foodPrice: 399.00
userID: 32, foodID: 6021, foodName: Double Decker Meat Burger, foodPrice: 299.00
userID: 32, foodID: 6024, foodName: Peri-Peri Fries, foodPrice: 129.00
userID: 32, foodID: 6026, foodName: BBQ Chicken Fries, foodPrice: 199.00
userID: 32, foodID: 6030, foodName: Cheese & Corn Sandwich, foodPrice: 169.00
userID: 32, foodID: 6049, foodName: Blueberry Cheesecake, foodPrice: 249.00
userID: 32, foodID: 6038, foodName: Cappuccino, foodPrice: 149.00
userID: 33, foodID: 6050, foodName: Choco Lava Cake, foodPrice: 179.00
userID: 33, foodID: 6049, foodName: Blueberry Cheesecake, foodPrice: 249.00
userID: 33, foodID: 6042, foodName: Virgin Mojito, foodPrice: 149.00
userID: 34, foodID: 6027, foodName: Grilled Veggie Sandwich, foodPrice: 149.00
userID: 34, foodID: 6012, foodName: Mexican Green Wave Pizza, foodPrice: 349.00
userID: 34, foodID: 6016, foodName: Pepperoni Pizza, foodPrice: 459.00
userID: 34, foodID: 6038, foodName: Cappuccino, foodPrice: 149.00
userID: 35, foodID: 6009, foodName: Farmhouse Pizza, foodPrice: 299.00
userID: 35, foodID: 6038, foodName: Cappuccino, foodPrice: 149.00
userID: 36, foodID: 6019, foodName: Turkish Pizza, foodPrice: 399.00
userID: 37, foodID: 6023, foodName: Classic French Fries, foodPrice: 99.00
userID: 37, foodID: 6043, foodName: Blue Lagoon, foodPrice: 169.00
userID: 37, foodID: 6008, foodName:  Margherita Pizza, foodPrice: 199.00
userID: 38, foodID: 6044, foodName: Strawberry Delight, foodPrice: 179.00
